hotel,data,disponibilidade,minimo_de_noites
141,11/10/2017,0,1
141,12/10/2017,1,1
141,13/10/2017,1,1
141,14/10/2017,1,1
141,15/10/2017,0,3
141,16/10/2017,0,1
141,17/10/2017,0,1
141,18/10/2017,1,1
141,19/10/2017,0,1
141,20/10/2017,0,1
141,21/10/2017,0,1
141,22/10/2017,1,1
141,23/10/2017,0,1
141,24/10/2017,0,2
141,25/10/2017,1,1
141,26/10/2017,0,1
141,27/10/2017,0,1
141,28/10/2017,1,1
141,29/10/2017,0,1
141,30/10/2017,0,1
142,1/10/2017,1,1
142,2/10/2017,1,1
142,3/10/2017,1,1
142,4/10/2017,0,1
142,5/10/2017,1,1
142,6/10/2017,0,1
142,7/10/2017,1,1
142,8/10/2017,0,1
142,9/10/2017,0,1
142,10/10/2017,0,1
142,11/10/2017,0,1
142,12/10/2017,1,1
142,13/10/2017,1,1
142,14/10/2017,1,1
142,15/10/2017,1,1
142,16/10/2017,1,1
142,17/10/2017,0,1
142,18/10/2017,1,1
142,19/10/2017,1,1
142,20/10/2017,0,1
142,21/10/2017,0,1
142,22/10/2017,0,1
142,23/10/2017,0,1
142,24/10/2017,0,2
142,25/10/2017,0,1
142,26/10/2017,1,1
142,27/10/2017,0,1
142,28/10/2017,0,1
142,29/10/2017,0,1
142,30/10/2017,0,1
143,1/10/2017,1,1
143,2/10/2017,1,1
143,3/10/2017,0,1
143,4/10/2017,1,1
143,5/10/2017,0,1
143,6/10/2017,0,1
143,7/10/2017,1,1
143,8/10/2017,0,1
143,9/10/2017,1,1
143,10/10/2017,1,1
143,11/10/2017,1,1
143,12/10/2017,1,1
143,13/10/2017,0,1
143,14/10/2017,1,1
143,15/10/2017,1,1
143,16/10/2017,1,1
143,17/10/2017,0,1
143,18/10/2017,1,1
143,19/10/2017,0,1
143,20/10/2017,1,1
143,21/10/2017,1,1
143,22/10/2017,0,1
143,23/10/2017,1,1
143,24/10/2017,1,1
143,25/10/2017,0,1
143,26/10/2017,1,1
143,27/10/2017,0,1
143,28/10/2017,1,1
143,29/10/2017,0,1
143,30/10/2017,1,1
144,1/10/2017,0,1
144,2/10/2017,1,1
144,3/10/2017,1,1
144,4/10/2017,0,1
144,5/10/2017,0,1
144,6/10/2017,0,1
144,7/10/2017,0,1
144,8/10/2017,0,1
144,9/10/2017,1,1
144,10/10/2017,1,1
144,11/10/2017,1,1
144,12/10/2017,0,1
144,13/10/2017,0,1
144,14/10/2017,1,1
144,15/10/2017,0,3
144,16/10/2017,1,1
144,17/10/2017,1,1
144,18/10/2017,0,1
144,19/10/2017,0,1
144,20/10/2017,1,1
144,21/10/2017,0,1
144,22/10/2017,1,1
144,23/10/2017,1,1
144,24/10/2017,1,1
144,25/10/2017,0,1
144,26/10/2017,0,1
144,27/10/2017,0,1
144,28/10/2017,1,1
144,29/10/2017,0,1
144,30/10/2017,1,1
145,1/10/2017,1,1
145,2/10/2017,0,1
145,3/10/2017,1,1
145,4/10/2017,1,1
145,5/10/2017,0,1
145,6/10/2017,1,1
145,7/10/2017,0,1
145,8/10/2017,0,1
145,9/10/2017,1,1
145,10/10/2017,0,1
145,11/10/2017,1,1
145,12/10/2017,0,1
145,13/10/2017,1,1
145,14/10/2017,0,1
145,15/10/2017,0,3
145,16/10/2017,0,1
145,17/10/2017,1,1
145,18/10/2017,0,1
145,19/10/2017,0,1
145,20/10/2017,1,1
145,21/10/2017,1,1
145,22/10/2017,1,1
145,23/10/2017,1,1
145,24/10/2017,1,1
145,25/10/2017,1,1
145,26/10/2017,1,1
145,27/10/2017,1,1
145,28/10/2017,1,1
145,29/10/2017,0,1
145,30/10/2017,0,1
146,1/10/2017,1,1
146,2/10/2017,0,1
146,3/10/2017,1,1
146,4/10/2017,0,1
146,5/10/2017,0,1
146,6/10/2017,0,1
146,7/10/2017,1,1
146,8/10/2017,1,1
146,9/10/2017,1,1
146,10/10/2017,0,1
146,11/10/2017,0,1
146,12/10/2017,0,1
146,13/10/2017,0,1
146,14/10/2017,0,1
146,15/10/2017,0,3
146,16/10/2017,1,1
146,17/10/2017,1,1
146,18/10/2017,1,1
146,19/10/2017,0,1
146,20/10/2017,1,1
146,21/10/2017,0,1
146,22/10/2017,1,1
146,23/10/2017,0,1
146,24/10/2017,0,2
146,25/10/2017,0,1
146,26/10/2017,0,1
146,27/10/2017,1,1
146,28/10/2017,1,1
146,29/10/2017,0,1
146,30/10/2017,1,1
147,1/10/2017,1,1
147,2/10/2017,0,1
147,3/10/2017,0,1
147,4/10/2017,1,1
147,5/10/2017,1,1
147,6/10/2017,1,1
147,7/10/2017,0,1
147,8/10/2017,0,1
147,9/10/2017,0,1
147,10/10/2017,1,1
147,11/10/2017,0,1
147,12/10/2017,1,1
147,13/10/2017,0,1
147,14/10/2017,1,1
147,15/10/2017,1,1
147,16/10/2017,0,1
147,17/10/2017,1,1
147,18/10/2017,0,1
147,19/10/2017,0,1
147,20/10/2017,0,1
147,21/10/2017,1,1
147,22/10/2017,0,1
147,23/10/2017,1,1
147,24/10/2017,0,2
147,25/10/2017,0,1
147,26/10/2017,1,1
147,27/10/2017,1,1
147,28/10/2017,1,1
147,29/10/2017,1,3
147,30/10/2017,1,1
148,1/10/2017,0,1
148,2/10/2017,0,1
148,3/10/2017,1,1
148,4/10/2017,0,1
148,5/10/2017,1,1
148,6/10/2017,1,1
148,7/10/2017,1,1
148,8/10/2017,0,1
148,9/10/2017,1,1
148,10/10/2017,1,1
148,11/10/2017,1,1
148,12/10/2017,1,1
148,13/10/2017,0,1
148,14/10/2017,1,1
148,15/10/2017,0,3
148,16/10/2017,0,1
148,17/10/2017,0,1
148,18/10/2017,1,1
148,19/10/2017,0,1
148,20/10/2017,0,1
148,21/10/2017,1,1
148,22/10/2017,0,1
148,23/10/2017,1,1
148,24/10/2017,0,2
148,25/10/2017,0,1
148,26/10/2017,0,1
148,27/10/2017,1,1
148,28/10/2017,1,1
148,29/10/2017,1,3
148,30/10/2017,0,1
149,1/10/2017,1,1
149,2/10/2017,0,1
149,3/10/2017,1,1
149,4/10/2017,0,1
149,5/10/2017,0,1
149,6/10/2017,0,1
149,7/10/2017,0,1
149,8/10/2017,0,1
149,9/10/2017,1,1
149,10/10/2017,1,1
149,11/10/2017,1,1
149,12/10/2017,0,1
149,13/10/2017,1,1
149,14/10/2017,0,1
149,15/10/2017,0,3
149,16/10/2017,1,1
149,17/10/2017,0,1
149,18/10/2017,1,1
149,19/10/2017,0,1
149,20/10/2017,0,1
149,21/10/2017,1,1
149,22/10/2017,1,1
149,23/10/2017,0,1
149,24/10/2017,0,2
149,25/10/2017,0,1
149,26/10/2017,0,1
149,27/10/2017,1,1
149,28/10/2017,1,1
149,29/10/2017,0,1
149,30/10/2017,0,1
150,1/10/2017,1,1
150,2/10/2017,0,1
150,3/10/2017,1,1
150,4/10/2017,0,1
150,5/10/2017,0,1
150,6/10/2017,1,1
150,7/10/2017,1,1
150,8/10/2017,0,1
150,9/10/2017,0,1
150,10/10/2017,0,1
150,11/10/2017,1,1
150,12/10/2017,1,1
150,13/10/2017,1,1
150,14/10/2017,1,1
150,15/10/2017,1,1
150,16/10/2017,0,1
150,17/10/2017,0,1
150,18/10/2017,1,1
150,19/10/2017,0,1
150,20/10/2017,0,1
150,21/10/2017,0,1
150,22/10/2017,0,1
150,23/10/2017,1,1
150,24/10/2017,1,1
150,25/10/2017,1,1
150,26/10/2017,1,1
150,27/10/2017,0,1
150,28/10/2017,0,1
150,29/10/2017,0,1
150,30/10/2017,1,1
151,1/10/2017,1,1
151,2/10/2017,1,1
151,3/10/2017,0,1
151,4/10/2017,1,1
151,5/10/2017,0,1
151,6/10/2017,1,1
151,7/10/2017,1,1
151,8/10/2017,0,1
151,9/10/2017,0,1
151,10/10/2017,0,1
151,11/10/2017,0,1
151,12/10/2017,0,1
151,13/10/2017,1,1
151,14/10/2017,0,1
151,15/10/2017,1,1
151,16/10/2017,0,1
151,17/10/2017,1,1
151,18/10/2017,0,1
151,19/10/2017,0,1
151,20/10/2017,0,1
151,21/10/2017,1,1
151,22/10/2017,1,1
151,23/10/2017,0,1
151,24/10/2017,0,2
151,25/10/2017,1,1
151,26/10/2017,1,1
151,27/10/2017,0,1
151,28/10/2017,0,1
151,29/10/2017,1,3
151,30/10/2017,1,1
152,1/10/2017,0,1
152,2/10/2017,0,1
152,3/10/2017,1,1
152,4/10/2017,0,1
152,5/10/2017,0,1
152,6/10/2017,1,1
152,7/10/2017,1,1
152,8/10/2017,0,1
152,9/10/2017,0,1
152,10/10/2017,0,1
152,11/10/2017,1,1
152,12/10/2017,1,1
152,13/10/2017,0,1
152,14/10/2017,1,1
152,15/10/2017,1,1
152,16/10/2017,0,1
152,17/10/2017,1,1
152,18/10/2017,0,1
152,19/10/2017,1,1
152,20/10/2017,0,1
152,21/10/2017,1,1
152,22/10/2017,1,1
152,23/10/2017,1,1
152,24/10/2017,0,2
152,25/10/2017,1,1
152,26/10/2017,0,1
152,27/10/2017,0,1
152,28/10/2017,0,1
152,29/10/2017,1,3
152,30/10/2017,1,1
153,1/10/2017,0,1
153,2/10/2017,0,1
153,3/10/2017,1,1
153,4/10/2017,0,1
153,5/10/2017,0,1
153,6/10/2017,0,1
153,7/10/2017,1,1
153,8/10/2017,0,1
153,9/10/2017,1,1
153,10/10/2017,1,1
153,11/10/2017,0,1
153,12/10/2017,1,1
153,13/10/2017,0,1
153,14/10/2017,1,1
153,15/10/2017,1,1
153,16/10/2017,1,1
153,17/10/2017,0,1
153,18/10/2017,1,1
153,19/10/2017,0,1
153,20/10/2017,0,1
153,21/10/2017,0,1
153,22/10/2017,1,1
153,23/10/2017,0,1
153,24/10/2017,1,1
153,25/10/2017,1,1
153,26/10/2017,1,1
153,27/10/2017,1,1
153,28/10/2017,0,1
153,29/10/2017,1,3
153,30/10/2017,0,1
154,1/10/2017,0,1
154,2/10/2017,0,1
154,3/10/2017,0,1
154,4/10/2017,1,1
154,5/10/2017,0,1
154,6/10/2017,1,1
154,7/10/2017,1,1
154,8/10/2017,1,1
154,9/10/2017,1,1
154,10/10/2017,0,1
154,11/10/2017,0,1
154,12/10/2017,0,1
154,13/10/2017,1,1
154,14/10/2017,1,1
154,15/10/2017,1,1
154,16/10/2017,0,1
154,17/10/2017,1,1
154,18/10/2017,1,1
154,19/10/2017,1,1
154,20/10/2017,1,1
154,21/10/2017,0,1
154,22/10/2017,1,1
154,23/10/2017,0,1
154,24/10/2017,0,2
154,25/10/2017,0,1
154,26/10/2017,0,1
154,27/10/2017,0,1
154,28/10/2017,0,1
154,29/10/2017,1,3
154,30/10/2017,1,1
155,1/10/2017,0,1
155,2/10/2017,0,1
155,3/10/2017,0,1
155,4/10/2017,1,1
155,5/10/2017,1,1
155,6/10/2017,0,1
155,7/10/2017,0,1
155,8/10/2017,0,1
155,9/10/2017,1,1
155,10/10/2017,0,1
155,11/10/2017,0,1
155,12/10/2017,1,1
155,13/10/2017,1,1
155,14/10/2017,0,1
155,15/10/2017,0,3
155,16/10/2017,0,1
155,17/10/2017,1,1
155,18/10/2017,0,1
155,19/10/2017,0,1
155,20/10/2017,0,1
155,21/10/2017,0,1
155,22/10/2017,1,1
155,23/10/2017,0,1
155,24/10/2017,1,1
155,25/10/2017,0,1
155,26/10/2017,1,1
155,27/10/2017,0,1
155,28/10/2017,0,1
155,29/10/2017,0,1
155,30/10/2017,1,1
156,1/10/2017,0,1
156,2/10/2017,0,1
156,3/10/2017,1,1
156,4/10/2017,0,1
156,5/10/2017,1,1
156,6/10/2017,1,1
156,7/10/2017,1,1
156,8/10/2017,0,1
156,9/10/2017,0,1
156,10/10/2017,1,1
156,11/10/2017,1,1
156,12/10/2017,1,1
156,13/10/2017,1,1
156,14/10/2017,0,1
156,15/10/2017,1,1
156,16/10/2017,1,1
156,17/10/2017,1,1
156,18/10/2017,0,1
156,19/10/2017,1,1
156,20/10/2017,1,1
156,21/10/2017,0,1
156,22/10/2017,0,1
156,23/10/2017,1,1
156,24/10/2017,1,1
156,25/10/2017,0,1
156,26/10/2017,0,1
156,27/10/2017,1,1
156,28/10/2017,0,1
156,29/10/2017,0,1
156,30/10/2017,0,1
157,1/10/2017,1,1
157,2/10/2017,1,1
157,3/10/2017,0,1
157,4/10/2017,1,1
157,5/10/2017,1,1
157,6/10/2017,1,1
157,7/10/2017,0,1
157,8/10/2017,0,1
157,9/10/2017,0,1
157,10/10/2017,0,1
157,11/10/2017,1,1
157,12/10/2017,1,1
157,13/10/2017,1,1
157,14/10/2017,1,1
157,15/10/2017,1,1
157,16/10/2017,1,1
157,17/10/2017,1,1
157,18/10/2017,1,1
157,19/10/2017,0,1
157,20/10/2017,0,1
157,21/10/2017,1,1
157,22/10/2017,1,1
157,23/10/2017,0,1
157,24/10/2017,1,1
157,25/10/2017,1,1
157,26/10/2017,1,1
157,27/10/2017,0,1
157,28/10/2017,0,1
157,29/10/2017,0,1
157,30/10/2017,0,1
158,1/10/2017,0,1
158,2/10/2017,1,1
158,3/10/2017,0,1
158,4/10/2017,1,1
158,5/10/2017,1,1
158,6/10/2017,0,1
158,7/10/2017,0,1
158,8/10/2017,0,1
158,9/10/2017,1,1
158,10/10/2017,0,1
158,11/10/2017,0,1
158,12/10/2017,0,1
158,13/10/2017,1,1
158,14/10/2017,1,1
158,15/10/2017,1,1
158,16/10/2017,1,1
158,17/10/2017,1,1
158,18/10/2017,0,1
158,19/10/2017,0,1
158,20/10/2017,0,1
158,21/10/2017,0,1
158,22/10/2017,1,1
158,23/10/2017,1,1
158,24/10/2017,0,2
158,25/10/2017,0,1
158,26/10/2017,0,1
158,27/10/2017,0,1
158,28/10/2017,1,1
158,29/10/2017,1,3
158,30/10/2017,1,1
159,1/10/2017,1,1
159,2/10/2017,0,1
159,3/10/2017,1,1
159,4/10/2017,1,1
159,5/10/2017,1,1
159,6/10/2017,1,1
159,7/10/2017,0,1
159,8/10/2017,1,1
159,9/10/2017,0,1
159,10/10/2017,1,1
159,11/10/2017,0,1
159,12/10/2017,0,1
159,13/10/2017,0,1
159,14/10/2017,0,1
159,15/10/2017,1,1
159,16/10/2017,1,1
159,17/10/2017,1,1
159,18/10/2017,0,1
159,19/10/2017,1,1
159,20/10/2017,0,1
159,21/10/2017,1,1
159,22/10/2017,0,1
159,23/10/2017,1,1
159,24/10/2017,0,2
159,25/10/2017,1,1
159,26/10/2017,1,1
159,27/10/2017,0,1
159,28/10/2017,0,1
159,29/10/2017,1,3
159,30/10/2017,1,1
160,1/10/2017,0,1
160,2/10/2017,1,1
160,3/10/2017,0,1
160,4/10/2017,1,1
160,5/10/2017,1,1
160,6/10/2017,1,1
160,7/10/2017,1,1
160,8/10/2017,0,1
160,9/10/2017,0,1
160,10/10/2017,0,1
160,11/10/2017,1,1
160,12/10/2017,0,1
160,13/10/2017,1,1
160,14/10/2017,1,1
160,15/10/2017,1,1
160,16/10/2017,1,1
160,17/10/2017,0,1
160,18/10/2017,1,1
160,19/10/2017,1,1
160,20/10/2017,1,1
160,21/10/2017,1,1
160,22/10/2017,0,1
160,23/10/2017,0,1
160,24/10/2017,0,2
160,25/10/2017,1,1
160,26/10/2017,0,1
160,27/10/2017,1,1
160,28/10/2017,0,1
160,29/10/2017,0,1
160,30/10/2017,0,1
161,1/10/2017,1,1
161,2/10/2017,0,1
161,3/10/2017,1,1
161,4/10/2017,1,1
161,5/10/2017,1,1
161,6/10/2017,1,1
161,7/10/2017,0,1
161,8/10/2017,1,1
161,9/10/2017,0,1
161,10/10/2017,0,1
161,11/10/2017,1,1
161,12/10/2017,0,1
161,13/10/2017,0,1
161,14/10/2017,0,1
161,15/10/2017,1,1
161,16/10/2017,1,1
161,17/10/2017,0,1
161,18/10/2017,0,1
161,19/10/2017,1,1
161,20/10/2017,0,1
161,21/10/2017,0,1
161,22/10/2017,1,1
161,23/10/2017,1,1
161,24/10/2017,0,2
161,25/10/2017,0,1
161,26/10/2017,0,1
161,27/10/2017,0,1
161,28/10/2017,0,1
161,29/10/2017,0,1
161,30/10/2017,0,1
162,1/10/2017,0,1
162,2/10/2017,1,1
162,3/10/2017,1,1
162,4/10/2017,1,1
162,5/10/2017,1,1
162,6/10/2017,1,1
162,7/10/2017,1,1
162,8/10/2017,1,1
162,9/10/2017,0,1
162,10/10/2017,1,1
162,11/10/2017,1,1
162,12/10/2017,0,1
162,13/10/2017,1,1
162,14/10/2017,1,1
162,15/10/2017,0,3
162,16/10/2017,1,1
162,17/10/2017,1,1
162,18/10/2017,0,1
162,19/10/2017,0,1
162,20/10/2017,1,1
162,21/10/2017,0,1
162,22/10/2017,0,1
162,23/10/2017,0,1
162,24/10/2017,0,2
162,25/10/2017,1,1
162,26/10/2017,0,1
162,27/10/2017,0,1
162,28/10/2017,0,1
162,29/10/2017,1,3
162,30/10/2017,0,1
163,1/10/2017,0,1
163,2/10/2017,1,1
163,3/10/2017,1,1
163,4/10/2017,0,1
163,5/10/2017,0,1
163,6/10/2017,1,1
163,7/10/2017,0,1
163,8/10/2017,1,1
163,9/10/2017,1,1
163,10/10/2017,1,1
163,11/10/2017,0,1
163,12/10/2017,0,1
163,13/10/2017,0,1
163,14/10/2017,0,1
163,15/10/2017,0,3
163,16/10/2017,1,1
163,17/10/2017,0,1
163,18/10/2017,0,1
163,19/10/2017,0,1
163,20/10/2017,1,1
163,21/10/2017,1,1
163,22/10/2017,0,1
163,23/10/2017,1,1
163,24/10/2017,0,2
163,25/10/2017,1,1
163,26/10/2017,0,1
163,27/10/2017,0,1
163,28/10/2017,0,1
163,29/10/2017,1,3
163,30/10/2017,0,1
164,1/10/2017,1,1
164,2/10/2017,0,1
164,3/10/2017,0,1
164,4/10/2017,0,1
164,5/10/2017,1,1
164,6/10/2017,1,1
164,7/10/2017,1,1
164,8/10/2017,0,1
164,9/10/2017,0,1
164,10/10/2017,0,1
164,11/10/2017,0,1
164,12/10/2017,1,1
164,13/10/2017,1,1
164,14/10/2017,1,1
164,15/10/2017,0,3
164,16/10/2017,0,1
164,17/10/2017,1,1
164,18/10/2017,0,1
164,19/10/2017,0,1
164,20/10/2017,0,1
164,21/10/2017,1,1
164,22/10/2017,1,1
164,23/10/2017,1,1
164,24/10/2017,1,1
164,25/10/2017,0,1
164,26/10/2017,0,1
164,27/10/2017,0,1
164,28/10/2017,0,1
164,29/10/2017,1,3
164,30/10/2017,1,1
165,1/10/2017,0,1
165,2/10/2017,1,1
165,3/10/2017,0,1
165,4/10/2017,1,1
165,5/10/2017,0,1
165,6/10/2017,0,1
165,7/10/2017,0,1
165,8/10/2017,0,1
165,9/10/2017,1,1
165,10/10/2017,0,1
165,11/10/2017,1,1
165,12/10/2017,1,1
165,13/10/2017,1,1
165,14/10/2017,0,1
165,15/10/2017,1,1
165,16/10/2017,0,1
165,17/10/2017,1,1
165,18/10/2017,1,1
165,19/10/2017,0,1
165,20/10/2017,0,1
165,21/10/2017,0,1
165,22/10/2017,0,1
165,23/10/2017,0,1
165,24/10/2017,1,1
165,25/10/2017,0,1
165,26/10/2017,1,1
165,27/10/2017,1,1
165,28/10/2017,1,1
165,29/10/2017,0,1
165,30/10/2017,1,1
166,1/10/2017,0,1
166,2/10/2017,1,1
166,3/10/2017,1,1
166,4/10/2017,1,1
166,5/10/2017,1,1
166,6/10/2017,1,1
166,7/10/2017,1,1
166,8/10/2017,0,1
166,9/10/2017,0,1
166,10/10/2017,1,1
166,11/10/2017,1,1
166,12/10/2017,1,1
166,13/10/2017,0,1
166,14/10/2017,0,1
166,15/10/2017,0,3
166,16/10/2017,0,1
166,17/10/2017,1,1
166,18/10/2017,1,1
166,19/10/2017,0,1
166,20/10/2017,1,1
166,21/10/2017,0,1
166,22/10/2017,1,1
166,23/10/2017,0,1
166,24/10/2017,1,1
166,25/10/2017,1,1
166,26/10/2017,1,1
166,27/10/2017,0,1
166,28/10/2017,1,1
166,29/10/2017,0,1
166,30/10/2017,1,1
167,1/10/2017,0,1
167,2/10/2017,1,1
167,3/10/2017,1,1
167,4/10/2017,1,1
167,5/10/2017,0,1
167,6/10/2017,0,1
167,7/10/2017,0,1
167,8/10/2017,1,1
167,9/10/2017,0,1
167,10/10/2017,0,1
167,11/10/2017,1,1
167,12/10/2017,0,1
167,13/10/2017,0,1
167,14/10/2017,1,1
167,15/10/2017,0,3
167,16/10/2017,0,1
167,17/10/2017,1,1
167,18/10/2017,0,1
167,19/10/2017,0,1
167,20/10/2017,0,1
167,21/10/2017,0,1
167,22/10/2017,0,1
167,23/10/2017,1,1
167,24/10/2017,0,2
167,25/10/2017,1,1
167,26/10/2017,0,1
167,27/10/2017,1,1
167,28/10/2017,1,1
167,29/10/2017,1,3
167,30/10/2017,1,1
168,1/10/2017,1,1
168,2/10/2017,0,1
168,3/10/2017,1,1
168,4/10/2017,1,1
168,5/10/2017,1,1
168,6/10/2017,0,1
168,7/10/2017,1,1
168,8/10/2017,0,1
168,9/10/2017,1,1
168,10/10/2017,1,1
168,11/10/2017,0,1
168,12/10/2017,0,1
168,13/10/2017,1,1
168,14/10/2017,1,1
168,15/10/2017,1,1
168,16/10/2017,0,1
168,17/10/2017,0,1
168,18/10/2017,0,1
168,19/10/2017,1,1
168,20/10/2017,0,1
168,21/10/2017,0,1
168,22/10/2017,0,1
168,23/10/2017,1,1
168,24/10/2017,1,1
168,25/10/2017,0,1
168,26/10/2017,1,1
168,27/10/2017,1,1
168,28/10/2017,1,1
168,29/10/2017,1,3
168,30/10/2017,1,1
169,1/10/2017,0,1
169,2/10/2017,0,1
169,3/10/2017,1,1
169,4/10/2017,0,1
169,5/10/2017,1,1
169,6/10/2017,1,1
169,7/10/2017,1,1
169,8/10/2017,0,1
169,9/10/2017,1,1
169,10/10/2017,0,1
169,11/10/2017,0,1
169,12/10/2017,0,1
169,13/10/2017,0,1
169,14/10/2017,1,1
169,15/10/2017,1,1
169,16/10/2017,1,1
169,17/10/2017,1,1
169,18/10/2017,1,1
169,19/10/2017,1,1
169,20/10/2017,0,1
169,21/10/2017,1,1
169,22/10/2017,1,1
169,23/10/2017,0,1
169,24/10/2017,1,1
169,25/10/2017,1,1
169,26/10/2017,0,1
169,27/10/2017,0,1
169,28/10/2017,0,1
169,29/10/2017,0,1
169,30/10/2017,1,1
170,1/10/2017,0,1
170,2/10/2017,1,1
170,3/10/2017,0,1
170,4/10/2017,1,1
170,5/10/2017,0,1
170,6/10/2017,1,1
170,7/10/2017,1,1
170,8/10/2017,1,1
170,9/10/2017,1,1
170,10/10/2017,0,1
170,11/10/2017,0,1
170,12/10/2017,0,1
170,13/10/2017,0,1
170,14/10/2017,1,1
170,15/10/2017,0,3
170,16/10/2017,1,1
170,17/10/2017,1,1
170,18/10/2017,1,1
170,19/10/2017,0,1
170,20/10/2017,0,1
170,21/10/2017,0,1
170,22/10/2017,0,1
170,23/10/2017,0,1
170,24/10/2017,0,2
170,25/10/2017,1,1
170,26/10/2017,1,1
170,27/10/2017,1,1
170,28/10/2017,1,1
170,29/10/2017,1,3
170,30/10/2017,1,1
171,1/10/2017,0,1
171,2/10/2017,1,1
171,3/10/2017,0,1
171,4/10/2017,0,1
171,5/10/2017,0,1
171,6/10/2017,0,1
171,7/10/2017,0,1
171,8/10/2017,1,1
171,9/10/2017,1,1
171,10/10/2017,1,1
171,11/10/2017,0,1
171,12/10/2017,1,1
171,13/10/2017,1,1
171,14/10/2017,0,1
171,15/10/2017,1,1
171,16/10/2017,1,1
171,17/10/2017,1,1
171,18/10/2017,1,1
171,19/10/2017,0,1
171,20/10/2017,1,1
171,21/10/2017,1,1
171,22/10/2017,1,1
171,23/10/2017,1,1
171,24/10/2017,1,1
171,25/10/2017,1,1
171,26/10/2017,1,1
171,27/10/2017,1,1
171,28/10/2017,0,1
171,29/10/2017,0,1
171,30/10/2017,1,1
172,1/10/2017,1,1
172,2/10/2017,1,1
172,3/10/2017,0,1
172,4/10/2017,0,1
172,5/10/2017,1,1
172,6/10/2017,0,1
172,7/10/2017,0,1
172,8/10/2017,0,1
172,9/10/2017,1,1
172,10/10/2017,0,1
172,11/10/2017,0,1
172,12/10/2017,1,1
172,13/10/2017,0,1
172,14/10/2017,1,1
172,15/10/2017,1,1
172,16/10/2017,0,1
172,17/10/2017,0,1
172,18/10/2017,0,1
172,19/10/2017,0,1
172,20/10/2017,1,1
172,21/10/2017,0,1
172,22/10/2017,1,1
172,23/10/2017,1,1
172,24/10/2017,0,2
172,25/10/2017,0,1
172,26/10/2017,1,1
172,27/10/2017,1,1
172,28/10/2017,0,1
172,29/10/2017,1,3
172,30/10/2017,1,1
173,1/10/2017,1,1
173,2/10/2017,0,1
173,3/10/2017,0,1
173,4/10/2017,1,1
173,5/10/2017,1,1
173,6/10/2017,0,1
173,7/10/2017,0,1
173,8/10/2017,1,1
173,9/10/2017,0,1
173,10/10/2017,0,1
173,11/10/2017,1,1
173,12/10/2017,1,1
173,13/10/2017,1,1
173,14/10/2017,0,1
173,15/10/2017,0,3
173,16/10/2017,0,1
173,17/10/2017,0,1
173,18/10/2017,1,1
173,19/10/2017,1,1
173,20/10/2017,1,1
173,21/10/2017,0,1
173,22/10/2017,0,1
173,23/10/2017,0,1
173,24/10/2017,0,2
173,25/10/2017,1,1
173,26/10/2017,1,1
173,27/10/2017,1,1
173,28/10/2017,1,1
173,29/10/2017,1,3
173,30/10/2017,0,1
174,1/10/2017,1,1
174,2/10/2017,0,1
174,3/10/2017,1,1
174,4/10/2017,0,1
174,5/10/2017,0,1
174,6/10/2017,1,1
174,7/10/2017,0,1
174,8/10/2017,1,1
174,9/10/2017,0,1
174,10/10/2017,0,1
174,11/10/2017,1,1
174,12/10/2017,0,1
174,13/10/2017,1,1
174,14/10/2017,1,1
174,15/10/2017,1,1
174,16/10/2017,1,1
174,17/10/2017,1,1
174,18/10/2017,1,1
174,19/10/2017,0,1
174,20/10/2017,0,1
174,21/10/2017,0,1
174,22/10/2017,1,1
174,23/10/2017,1,1
174,24/10/2017,0,2
174,25/10/2017,1,1
174,26/10/2017,1,1
174,27/10/2017,1,1
174,28/10/2017,0,1
174,29/10/2017,0,1
174,30/10/2017,1,1
175,1/10/2017,1,1
175,2/10/2017,0,1
175,3/10/2017,0,1
175,4/10/2017,1,1
175,5/10/2017,1,1
175,6/10/2017,1,1
175,7/10/2017,0,1
175,8/10/2017,1,1
175,9/10/2017,1,1
175,10/10/2017,1,1
175,11/10/2017,1,1
175,12/10/2017,0,1
175,13/10/2017,0,1
175,14/10/2017,1,1
175,15/10/2017,0,3
175,16/10/2017,0,1
175,17/10/2017,1,1
175,18/10/2017,0,1
175,19/10/2017,0,1
175,20/10/2017,0,1
175,21/10/2017,0,1
175,22/10/2017,1,1
175,23/10/2017,1,1
175,24/10/2017,0,2
175,25/10/2017,0,1
175,26/10/2017,0,1
175,27/10/2017,1,1
175,28/10/2017,1,1
175,29/10/2017,0,1
175,30/10/2017,1,1
176,1/10/2017,0,1
176,2/10/2017,0,1
176,3/10/2017,0,1
176,4/10/2017,1,1
176,5/10/2017,0,1
176,6/10/2017,1,1
176,7/10/2017,1,1
176,8/10/2017,0,1
176,9/10/2017,0,1
176,10/10/2017,0,1
176,11/10/2017,1,1
176,12/10/2017,1,1
176,13/10/2017,0,1
176,14/10/2017,1,1
176,15/10/2017,0,3
176,16/10/2017,1,1
176,17/10/2017,0,1
176,18/10/2017,0,1
176,19/10/2017,0,1
176,20/10/2017,0,1
176,21/10/2017,1,1
176,22/10/2017,1,1
176,23/10/2017,1,1
176,24/10/2017,0,2
176,25/10/2017,1,1
176,26/10/2017,0,1
176,27/10/2017,1,1
176,28/10/2017,0,1
176,29/10/2017,0,1
176,30/10/2017,1,1
177,1/10/2017,1,1
177,2/10/2017,1,1
177,3/10/2017,0,1
177,4/10/2017,0,1
177,5/10/2017,1,1
